Mod:Item:MetaData, Localized Name
witchery:shadedglass:12, Brown Shaded Glass
witchery:shadedglass:13, Green Shaded Glass
witchery:shadedglass:14, Red Shaded Glass
witchery:shadedglass:15, Black Shaded Glass
witchery:shadedglass_active:0, White Shaded Glass
witchery:shadedglass_active:1, Orange Shaded Glass
witchery:shadedglass_active:2, Magenta Shaded Glass
witchery:shadedglass_active:3, Light Blue Shaded Glass
witchery:shadedglass_active:4, Yellow Shaded Glass
witchery:shadedglass_active:5, Lime Shaded Glass
witchery:shadedglass_active:6, Pink Shaded Glass
witchery:shadedglass_active:7, Gray Shaded Glass
witchery:shadedglass_active:8, Silver Shaded Glass
witchery:shadedglass_active:9, Cyan Shaded Glass
witchery:shadedglass_active:10, Purple Shaded Glass
witchery:shadedglass_active:11, Blue Shaded Glass
witchery:shadedglass_active:12, Brown Shaded Glass
witchery:shadedglass_active:13, Green Shaded Glass
witchery:shadedglass_active:14, Red Shaded Glass
witchery:shadedglass_active:15, Black Shaded Glass
witchery:mirrorwall, Mirror Surface
witchery:refillingchest, Chest
witchery:force, Solid
witchery:tormentstone, Torment Stone
witchery:barrier, Barrier
witchery:leechchest, Leech Chest
witchery:altar, Altar
witchery:kettle, Kettle
witchery:poppetshelf, Poppet Shelf
witchery:dreamcatcher, Dream Weaver
witchery:crystalball, Crystal Ball
witchery:spiritportal, Spirit Portal
witchery:tormentportal, Torment Portal
witchery:spinningwheel, Spinning Wheel
witchery:brazier, Brazier
witchery:witchesovenidle, Witches Oven
witchery:witchesovenburning, Witches Oven
witchery:fumefunnel, Fume Funnel
witchery:filteredfumefunnel, Filtered Fume Funnel
witchery:distilleryidle, Distillery
witchery:distilleryburning, Distillery
witchery:scarecrow, Scarecrow
witchery:trent, Trent Effigy
witchery:witchsladder, Witch's Ladder
witchery:decurseteleport, Statue of Occluded Summons
witchery:decursedirected, Statue of Broken Curses
witchery:statueofworship, Statue of Hobgoblin Patron
witchery:cauldron, Witch's Cauldron
witchery:wolfaltar, Wolf Altar
witchery:silvervat, Silver Vat
witchery:beartrap, Beartrap
witchery:wolftrap, Wolftrap
witchery:wallgen, tile.witchery:wallgen.name
witchery:coffinblock, Coffin
witchery:light, tile.witchery:light.name
witchery:daylightcollector, Sun Collector
witchery:bloodcrucible, Blood Crucible
witchery:mirrorblock, Mirror
witchery:mirrorblock2, Mirror
witchery:circle, Heart Glyph
witchery:circleglyphritual, Ritual Glyph
witchery:circleglyphotherwhere, Otherwhere Glyph
witchery:circleglyphinfernal, Infernal Glyph
witchery:spiritflowing, Flowing Spirit
witchery:hollowtears, Flowing Spirit
witchery:disease, Disease
witchery:brew, tile.witchery:brew.name
witchery:brewgas, tile.witchery:brewgas.name
witchery:brewliquid, tile.witchery:brewliquid.name
witchery:clever, Lever
witchery:cwoodendoor, Wooden Door
witchery:cwoodpressureplate, Pressure Plate
witchery:cstonepressureplate, Pressure Plate
witchery:csnowpressureplate, Snow Pressure Plate
witchery:cbuttonwood, Button
witchery:cbuttonstone, Button
minecraft:record_13, Music Disc
minecraft:record_cat, Music Disc
minecraft:record_blocks, Music Disc
minecraft:record_chirp, Music Disc
minecraft:record_far, Music Disc
minecraft:record_mall, Music Disc
minecraft:record_mellohi, Music Disc
minecraft:record_stal, Music Disc
minecraft:record_strad, Music Disc
minecraft:record_ward, Music Disc
minecraft:record_11, Music Disc
minecraft:record_wait, Music Disc
appliedenergistics2:item.ToolCertusQuartzAxe, Certus Quartz Axe
appliedenergistics2:item.ToolCertusQuartzHoe, Certus Quartz Hoe
appliedenergistics2:item.ToolCertusQuartzSpade, Certus Quartz Shovel
appliedenergistics2:item.ToolCertusQuartzPickaxe, Certus Quartz Pickaxe
appliedenergistics2:item.ToolCertusQuartzSword, Certus Quartz Sword
appliedenergistics2:item.ToolCertusQuartzWrench, Certus Quartz Wrench
appliedenergistics2:item.ToolCertusQuartzCuttingKnife, Certus Quartz Cutting Knife
appliedenergistics2:item.ToolNetherQuartzAxe, Nether Quartz Axe
appliedenergistics2:item.ToolNetherQuartzHoe, Nether Quartz Hoe
appliedenergistics2:item.ToolNetherQuartzSpade, Nether Quartz Shovel
appliedenergistics2:item.ToolNetherQuartzPickaxe, Nether Quartz Pickaxe
appliedenergistics2:item.ToolNetherQuartzSword, Nether Quartz Sword
appliedenergistics2:item.ToolNetherQuartzWrench, Nether Quartz Wrench
appliedenergistics2:item.ToolNetherQuartzCuttingKnife, Nether Quartz Cutting Knife
appliedenergistics2:item.ToolEntropyManipulator, Entropy Manipulator
appliedenergistics2:item.ToolWirelessTerminal, Wireless Terminal
appliedenergistics2:item.ToolBiometricCard, Biometric Card
appliedenergistics2:item.ToolChargedStaff, Charged Staff
appliedenergistics2:item.ToolMassCannon, Matter Cannon
appliedenergistics2:item.ToolMemoryCard, Memory Card
appliedenergistics2:item.ToolNetworkTool, Network Tool
appliedenergistics2:item.ToolPortableCell, Portable Cell
appliedenergistics2:item.ItemCreativeStorageCell, Creative ME Storage Cell
appliedenergistics2:item.ItemViewCell, View Cell
appliedenergistics2:item.ItemBasicStorageCell.1k, 1k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.4k, 4k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.16k, 16k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.64k, 64k ME Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.2Cubed, 2³ Spatial Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.16Cubed, 16³ Spatial Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.128Cubed, 128³ Spatial Storage Cell
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Podzol
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bedrock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sponge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Gold
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Iron
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - TNT
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moss Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Diamond
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherrack
appliedenergistics2:item.ItemFacade:0, Cable Facade - Soul Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mushroom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mushroom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Melon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Emerald
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Redstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hay Bale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Packed Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blood Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rune of Augmented Capacity
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rune of Dislocation
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rune of the Orb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rune of Superior Capacity
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rune of Acceleration
appliedenergistics2:item.ItemFacade:0, Cable Facade - Speed Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Efficiency Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rune of Sacrifice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rune of Self-Sacrifice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ritual Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Imperfect Ritual Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Soul Armour Forge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Large Bloodstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crystal Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crystal Cluster Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glyph of the Adept Enchanter
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glyph of Arcane Potential
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glyph of Rigid Stability
appliedenergistics2:item.ItemFacade:0, Cable Facade - Greatwood Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silverwood Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Livingrock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Livingrock Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Livingrock Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Livingrock Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Livingrock Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Livingwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Livingwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Livingwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Framed Livingwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pattern Framed Livingwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glimmering Livingwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alchemy Catalyst
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Manasteel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Terrasteel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Elementium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Mana Diamond
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Dragonstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dreamwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dreamwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Dreamwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Framed Dreamwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pattern Framed Dreamwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glimmering Dreamwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Conjuration Catalyst
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prismarine
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prismarine Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Prismarine
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sea Lantern
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reed Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Thatch
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellish Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Soul Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frosty Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Roof Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enchanted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled End Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Ender Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blaze Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Living Root
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fel Pumpkin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manastorm Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shimmerrock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shimmerwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Forest Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Plains Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mountain Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Fungal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Swamp Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Desert Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Taiga Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mesa Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Forest Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Plains Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mountain Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Fungal Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Swamp Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Desert Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Taiga Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mesa Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Forest Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Plains Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mountain Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Fungal Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Swamp Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Desert Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Taiga Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mesa Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Forest Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Plains Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Mountain Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Fungal Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Swamp Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Desert Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Taiga Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Mesa Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Andesite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Granite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Andesite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Diorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Granite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Andesite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basalt Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diorite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Granite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Andesite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Basalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Diorite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Granite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Portuguese Pavement
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Portuguese Pavement
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Portuguese Pavement
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Portuguese Pavement
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Portuguese Pavement
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Portuguese Pavement
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Smokey Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Mana Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Mana Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Mana Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Blaze Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Blaze Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Blaze Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lavender Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Lavender Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Lavender Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Redquartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Redquartz Block
